ID,Label
983,Wii Party U
984,Madden NFL 25
985,Final Fantasy II
986,Kirby 64: The Crystal Shards
987,Dead or Alive 3
988,UFC 2009 Undisputed
989,Metroid II: Return of Samus
990,WWF Attitude
991,The SpongeBob SquarePants Movie
992,Golden Sun
993,Sonic the Hedgehog 3
994,Kid Icarus
995,Def Jam: Fight for NY
996,Tom Clancy's Ghost Recon
997,State of Emergency
998,BioShock Infinite
999,Hitman: Absolution
1000,2 Games in 1 Double Pack: The Incredibles / Finding Nemo: The Continuing Adventures
1001,Call of Duty: Black Ops 3
1002,The Urbz: Sims in the City
1003,FIFA Soccer 08
1004,Star Wars: Starfighter
1005,Madden NFL 2000
1006,Kingdom Hearts
1007,Star Wars: Battlefront
1008,Pro Evolution Soccer
1009,Crackdown
1010,Yoshi
1011,Disney's Aladdin
1012,Kirby's Adventure
1013,Cooking Mama 3: Shop & Chop
1014,Dance Dance Revolution X
1015,2 Games in 1: Disney Princess & The Lion King
1016,Star Wars Episode I: The Phantom Menace
1017,Xenosaga Episode I: Der Wille zur Macht
1018,Portal 2
1019,The Beatles: Rock Band
1020,Forza Motorsport 6
1021,Sonic Colors
1022,Cruis'n USA
1023,Madden NFL 99
1024,Diablo III
1025,Uncharted: Golden Abyss
1026,Destiny
1027,SSX Tricky
1028,Overwatch
1029,Twisted Metal III
1030,Harry Potter and the Sorcerer's Stone
1031,Disney Infinity
1032,Crash Bandicoot: The Huge Adventure
1033,Dishonored
1034,Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City
1035,The Order: 1886
1036,The Elder Scrolls Online
1037,Call of Duty: World at War Final Fronts
1038,Imagine: Teacher
1039,Call of Duty: Modern Warfare 3
1040,Madden NFL 2005
1041,Star Ocean: Till The End of Time
1042,The Sims 3: Late Night Expansion Pack
1043,Game Party 3
1044,Toy Story 2: Buzz Lightyear to the Rescue!
1045,Deal or No Deal
1046,Ace Combat 5: The Unsung War
1047,Need for Speed Underground
1048,Kanshuu Nippon Joushikiryoku Kentei Kyoukai: Imasara Hito ni wa Kikenai Otona no Joushikiryoku Training DS
1049,Tetris Worlds
1050,Cabela's Big Game Hunter 2010
1051,The Crew
1052,FIFA Soccer 10
1053,We Ski
1054,Personal Trainer: Math
1055,Kirby's Return to Dreamland
1056,Super Puyo Puyo
1057,Ben 10: Protector of Earth
1058,NCAA Football 07
1059,SOCOM 3: U.S. Navy SEALs
1060,NBA 2K15
1061,Saints Row 2
1062,Saints Row IV
1063,Jampack Winter '99
1064,Dragon Age: Origins
1065,FIFA 16
1066,WCW vs. nWo: World Tour
1067,WCW/NWO Thunder
1068,Harry Potter and the Sorcerer's Stone
1069,Need For Speed: Undercover
1070,Dragon Ball Z: The Legacy of Goku
1071,Sid Meier's Civilization V
1072,Resident Evil 4
1073,Call of Duty Black Ops: Declassified
1074,Star Wars Battlefront: Renegade Squadron
1075,World Championship Poker: Featuring Howard Lederer - All In
1076,NFL GameDay 98
1077,LEGO Batman 2: DC Super Heroes
1078,Yoshi's Cookie
1079,Time Crisis
1080,The Sims: Superstar
1081,Star Wars The Clone Wars: Lightsaber Duels
1082,MySims
1083,Metroid Fusion
1084,Shaun White Snowboarding: Road Trip
1085,SSX 3
1086,Big Beach Sports
1087,Madden NFL 2001
1088,Fight Night Round 3
1089,Knack
1090,Star Wars: Battlefront II
1091,Disney's DuckTales
1092,Tony Hawk's Pro Skater 3
1093,"Monsters, Inc."
1094,StarCraft II: Heart of the Swarm
1095,PGR: Project Gotham Racing 2
1096,Spy Hunter
1097,NCAA Football 2004
1098,SpongeBob SquarePants: Battle for Bikini Bottom
1099,Dying Light
1100,Heavenly Sword
1101,Street Fighter II': Special Champion Edition
1102,SSX
1103,Max Payne 3
1104,NBA Ballers
1105,Need for Speed Carbon
1106,NBA Live 2003
1107,Dragon Ball Z: Budokai Tenkaichi
1108,Ms. Pac-Man
1109,Mario Party 6
1110,Super Scope 6
1111,Go Vacation
1112,Dragon Quest V: Tenkuu no Hanayome
1113,Army of Two
1114,Dragon Quest IV: Chapters of the Chosen
1115,Kirby & the Amazing Mirror
1116,LEGO Pirates of the Caribbean: The Video Game
1117,Dig Dug
1118,Tom Clancy's Rainbow Six
1119,Ghosts 'n Goblins
1120,Tiger Woods PGA Tour 2003
1121,NBA Live 06 (All region sales)
1122,Prince of Persia: Warrior Within
1123,Kinectimals
1124,Until Dawn
1125,ESPN NFL 2K5
1126,Viva Pinata
1127,Pikmin
1128,Call of Duty: Black Ops
1129,Sonic Generations
1130,Tiger Woods PGA Tour 2004
1131,Ape Escape
1132,NBA 2K15
1133,NCAA Football 2005
1134,Just Cause 2
1135,Rock Band
1136,Tony Hawk's American Wasteland (Old all region sales)
1137,Rage
1138,Mario Hoops 3 on 3
1139,Kirby Air Ride
1140,Sled Storm
1141,Pokemon Battle Revolution
1142,NFL Street 2
1143,Gears of War: Judgment
1144,Baseball
1145,Yu-Gi-Oh! Duel Monsters
1146,Super Mario Strikers
1147,Buzz! The Music Quiz
1148,SpongeBob's Atlantis SquarePantis
1149,Far Cry 4
1150,Dance Dance Revolution: Hottest Party 2
1151,Moshi Monsters: Moshling Zoo
1152,Dollar Dash
1153,Far Cry 2
1154,F-1 World Grand Prix
1155,River Raid
1156,Silent Hill
1157,Dragon Quest V: Hand of the Heavenly Bride
1158,No Man's Sky
1159,Sonic Heroes
1160,ESPN NBA 2K5
1161,Diablo
1162,The Legend of Zelda: Twilight Princess
1163,Soul Edge
1164,Devil May Cry 4
1165,Mario Bros.
1166,Pro Evolution Soccer 2008
1167,SoulCalibur IV
1168,LEGO Harry Potter: Years 1-4
1169,NASCAR 2000
1170,Wolfenstein: The New Order
1171,Carnival Games: Mini Golf
1172,Guitar Hero: On Tour Decades
1173,MySims Kingdom
1174,Jampack Summer 2K
1175,Need for Speed: Most Wanted
1176,Guitar Hero 5
1177,High School Musical 3: Senior Year
1178,Kingdom Hearts 3D: Dream Drop Distance
1179,Hannah Montana: Music Jam
1180,Pokemon Mystery Dungeon: Explorers of Sky
1181,Spyro 2: Season of Flame
1182,Pro Evolution Soccer 2010
1183,NCAA Football 2002
1184,Conflict: Desert Storm
1185,Mario Party 7
1186,Pro Evolution Soccer 2013
1187,Smuggler's Run
1188,Fight Night Round 3
1189,Donkey Kong Classics
1190,Twisted Metal
1191,Dark Souls III
1192,Final Fight
1193,Dragon Quest Monsters 2
1194,Pokemon Pinball: Ruby & Sapphire
1195,LEGO Marvel Super Heroes
1196,Mafia II
1197,Dishonored
1198,Stuntman
1199,Tom Clancy's Rainbow Six 3
1200,Active Life: Outdoor Challenge
1201,BioShock 2
1202,007: The World is not Enough
1203,Spider-Man 2: Enter: Electro
1204,Watch Dogs
1205,Star Wars: The Force Unleashed II
1206,Ni no Kuni: Wrath of the White Witch
1207,Command & Conquer: Tiberian Sun
1208,LEGO Battles: Ninjago
1209,Mario Party 10
1210,Dead Rising 3
1211,Resident Evil: The Umbrella Chronicles
1212,Fire Emblem Fates
1213,Dark Cloud
1214,Warcraft III: The Frozen Throne
1215,Tom Clancy's Ghost Recon Advanced Warfighter
1216,Disney Fairies: Tinker Bell
1217,MVP Baseball 2005
1218,Die Hard Trilogy
1219,Call of Duty: Black Ops II
1220,Fight Night Round 4
1221,MySims Kingdom
1222,The Simpsons Game
1223,Mortal Kombat 3
1224,NFL GameDay 99
1225,Call of Duty: Modern Warfare: Reflex Edition
1226,FIFA 17
1227,Mario Golf: Toadstool Tour
1228,Tiger Woods 99 PGA Tour Golf
1229,Donkey Kong Country: Tropical Freeze
1230,Dead Space 2
1231,Sonic Rivals 2
1232,Knockout Kings
1233,The Simpsons Skateboarding
1234,NASCAR 98
1235,F1 Race
1236,Xevious
1237,NASCAR 99
1238,NBA Live 2000
1239,Mafia II
1240,Call of Duty 3
1241,Super Monkey Ball 2
1242,Pac-Man World 2
1243,Madden NFL 15
1244,Sonic & Sega All-Stars Racing
1245,LEGO Star Wars III: The Clone Wars
1246,Football Manager 2012
1247,Puzzle & Dragons
1248,Mega Man 2
1249,Simpsons Wrestling
1250,NBA Live 98
1251,The Simpsons Game
1252,Monopoly
1253,SoulCalibur II
1254,Resistance 3
1255,Tokyo Xtreme Racer Zero
1256,Final Fantasy XIV: A Realm Reborn
1257,NFL Blitz
1258,Red Faction II
1259,Super Scribblenauts
1260,Madden NFL 2001
1261,WWF No Mercy
1262,Ice Climber
1263,Sonic CD
1264,Ninja Hattori Kun: Ninja wa Shuugyou Degogiru no Maki
1265,Dead Rising 2
1266,Rock Band 2
1267,Pac-Man World
1268,Disney Sing It: Pop Hits
1269,Final Fantasy: Crystal Chronicles
1270,Medal of Honor: Frontline
1271,Madden NFL 09
1272,Drawn To Life: SpongeBob SquarePants Edition
1273,Banjo-Tooie
1274,Buzz! The BIG Quiz
1275,007: Quantum of Solace
1276,The Sims 3
1277,New Play Control! Mario Power Tennis
1278,Bratz: Forever Diamondz
1279,Dirge of Cerberus: Final Fantasy VII
1280,Nintendo World Cup
1281,WWF WrestleMania 2000
1282,Wario Land II
1283,Mass Effect 2
1284,Major League Baseball 2K5
1285,Fight Night 2004
1286,Tom Clancy's Splinter Cell: Pandora Tomorrow
1287,Imagine: Master Chef
1288,Assassin's Creed III: Liberation
1289,SoulCalibur IV
1290,Mario Golf
1291,Disney Princess
1292,Fight Night Round 3
1293,Metal Gear Rising: Revengeance
1294,Chrono Trigger
1295,Star Wars: The Force Unleashed II
1296,The House of the Dead 2 & 3 Return
1297,Disney Princess: Magical Jewels
1298,LittleBigPlanet PS Vita
1299,Xenogears
1300,The SpongeBob SquarePants Movie
1301,Tom Clancy's Ghost Recon: Future Soldier
1302,Battlefield: Bad Company
1303,Midway Arcade Treasures
1304,Wall-E
1305,Triple Play 99
1306,Homefront
1307,Super Monkey Ball
1308,Donkey Kong
1309,Mortal Kombat 4
1310,Mario Superstar Baseball
1311,Mass Effect 3
1312,LEGO Batman 2: DC Super Heroes
1313,Medal of Honor: Warfighter
1314,WCW vs the World
1315,SNK vs. Capcom: The Match of the Millennium
1316,LEGO City Undercover
1317,Onimusha 3: Demon Siege
1318,Diablo III
1319,Batman: Arkham Knight
1320,BioShock
1321,Red Dead Revolver
1322,Anno 2070
1323,Resident Evil: Outbreak
1324,Smarty Pants
1325,Tamagotchi
1326,4 Nin uchi Mahjong
1327,Dragon Ball Z
1328,Game de Hakken!! Tamagotchi 2
1329,Namco Museum 64
1330,Hasbro Family Game Night
1331,Dragon Quest Monsters: Joker 2
1332,Tony Hawk's American Wasteland (Weekly american sales)
1333,My Word Coach
1334,Hello Kitty Party
1335,SingStar Pop
1336,Sonic Rivals
1337,SimCity (2013)
1338,Kirby Super Star
1339,Far Cry 4
1340,WWE SmackDown vs Raw 2008
1341,Kinect Joy Ride
1342,Rayman Raving Rabbids
1343,Need for Speed Rivals
1344,Tiger Woods PGA Tour 2005
1345,Dead Space 2
1346,NCAA Football 2003
1347,Frogger 2: Swampy's Revenge
1348,Disney Infinity
1349,LEGO Indiana Jones 2: The Adventure Continues
1350,Sonic's Ultimate Genesis Collection
1351,Tiger Woods PGA Tour 09 All-Play
1352,Disney's DuckTales
1353,Classic NES Series: Super Mario Bros.
1354,Triple Play 2000
1355,Dragon Quest VII: Warriors of Eden
1356,Cabela's Big Game Hunter
1357,UFC Undisputed 2010
1358,NBA Live 06 (Weekly american sales)
1359,The Legend of Zelda: The Minish Cap
1360,NFL Street
1361,Sonic Generations
1362,Super Metroid
1363,Pro Yakyuu Family Stadium '87
1364,Dead Space
1365,Resident Evil (Remake)
1366,Inazuma Eleven 2
1367,Tomb Raider (2013)
1368,LEGO Star Wars II: The Original Trilogy
1369,Toy Story 3: The Video Game
1370,Fight Night Round 4
1371,LEGO Star Wars: The Video Game
1372,Injustice: Gods Among Us
1373,Madden NFL 15
1374,Disney's The Lion King
1375,Ridge Racer
1376,Metroid: Other M
1377,Knockout Kings 2000
1378,Gran Turismo 4 Prologue
1379,Twisted Metal: Black
1380,NASCAR 2005: Chase for the Cup
1381,Call of Duty: Black Ops
1382,Spider-Man: The Movie
1383,Need For Speed: Undercover
1384,2Xtreme
1385,Far Cry 2
1386,Sonic Advance 3
1387,Final Fantasy III
1388,Battlefield 4
1389,Colin McRae Rally 3
1390,Madden NFL 2002
1391,Doom (2016)
1392,Final Fantasy XII: Revenant Wings
1393,Bakugan: Battle Brawlers
1394,Deus Ex: Human Revolution
1395,NBA Jam
1396,Teenage Mutant Ninja Turtles III: The Manhattan Project
1397,Dynasty Warriors 5
1398,Hannah Montana: Spotlight World Tour
1399,WWE '13
1400,Deus Ex: Human Revolution
1401,True Crime: Streets of LA
1402,The Sims 2
1403,Paper Mario
1404,Bravely Default: Flying Fairy
1405,Titanfall
1406,Duke Nukem: Time to Kill
1407,Persona 4: Golden
1408,Dead Rising 2
1409,Hasbro Family Game Night 2
1410,Disney Princess: Enchanted Journey
1411,Gardening Mama
1412,Dave Mirra Freestyle BMX 2
1413,Need for Speed: The Run
1414,LEGO Indiana Jones: The Original Adventures
1415,Assassin's Creed: Rogue
1416,Ridge Racer 7
1417,A Collection of Activision Classic Games for the Atari 2600
1418,Forza Horizon 2
1419,MotorStorm: Pacific Rift
1420,Sonic Colors
1421,Star Wars Knights of the Old Republic II: The Sith Lords
1422,LEGO Harry Potter: Years 1-4
1423,Pocket Monsters Stadium
1424,NBA 2K15
1425,Tom Clancy's Ghost Recon 2
1426,Crash Bandicoot 2: N-Tranced
1427,Burnout Paradise
1428,SingStar Abba
1429,Gradius
1430,Dragon Quest III: Soshite Densetsu e...
1431,Centipede
1432,Yoshi's New Island
1433,Ryse: Son of Rome
1434,Dead to Rights
1435,LEGO Harry Potter: Years 5-7
1436,Marvel vs. Capcom 3: Fate of Two Worlds
1437,Dance Dance Revolution (Japan)
1438,F1 2010
1439,Madden NFL 98
1440,FIFA Soccer 09
1441,Namco Museum DS
1442,FIFA Soccer 08
1443,Grand Theft Auto: Chinatown Wars
1444,Alan Wake
1445,Battlefield: Bad Company
1446,Mortal Kombat X
1447,Samurai Warriors
1448,The Simpsons: Hit & Run
1449,Devil May Cry 4
1450,Tom Clancy's Rainbow Six: Vegas 2
1451,Monster Hunter Freedom
1452,Crysis 2
1453,SaGa Frontier
1454,SingStar Party
1455,FIFA Soccer 08
1456,The ICO & Shadow of the Colossus Collection
1457,Test Drive
1458,Mario & Luigi: Partners in Time
1459,Lost Planet: Extreme Condition
1460,Mortal Kombat 3
1461,Doom 3
1462,Donkey Kong Jungle Beat
1463,Need for Speed Carbon
1464,Max Payne 2: The Fall of Max Payne
1465,Command & Conquer: Red Alert 2
1466,MVP Baseball 2004
1467,WWE SmackDown vs Raw 2008
1468,Ratchet & Clank: Up Your Arsenal (Weekly american sales)
1469,Your Shape: Fitness Evolved
1470,Rage
1471,Skylanders SWAP Force
1472,NBA 2K14
1473,Spider-Man: The Movie
1474,WWF War Zone
1475,Tony Hawk's Pro Skater
1476,The Sims: Bustin' Out
1477,Triple Play 2001
1478,Metroid Prime 2: Echoes
1479,UFC Undisputed 2010
1480,Final Fantasy X / X-2 HD Remaster
1481,Corvette
1482,Petz Wild Animals: Dolphinz
1483,Pokemon Ranger: Guardian Signs
1484,Middle-Earth: Shadow of Mordor
1485,Need for Speed Underground Rivals
1486,LEGO Batman: The Videogame
1487,Dark Souls II
1488,World of Warcraft: Wrath of the Lich King
1489,Kingdom Hearts II
1490,The LEGO Movie Videogame
1491,TOCA 2: Touring Cars
1492,Gyromite
1493,NFL 2K3
1494,Fighting Force
1495,Mega Man Battle Network 4: Red Sun / Blue Moon
1496,MAG: Massive Action Game
1497,Madden NFL 97
1498,Cars 2
1499,Skylanders Giants
1500,LEGO Batman: The Videogame
1501,TNN Motor Sports Hardcore 4x4
